map_creation_id,M0,M1,M2,M3,M4,M5,M6
1512381557297.968,0,10,10,0,10,0,0
1512381557297.977,0,8,8,0,8,0,0
1512381557297.986,0,6,6,0,6,0,0
1512381557297.994,0,4,4,0,4,0,0
1512381557298.003,0,2,2,0,2,0,0
1512381557298.010,0,0,0,0,0,0,0
1512381557298.018,0,0,0,0,0,0,0
1512381557298.025,2,0,2,0,2,0,0
1512381557298.034,4,0,4,0,4,0,0
1512381557298.042,6,0,6,0,6,0,0
1512381557298.049,8,0,8,0,8,0,0
1512381557298.059,10,0,10,0,10,0,0
1512381557298.067,10,0,10,0,10,0,0
1512381557298.074,8,0,8,0,8,0,0
1512381557298.081,6,0,6,0,6,0,0
1512381557298.089,4,0,4,0,4,0,0
1512381557298.097,2,0,2,0,2,0,0
1512381557298.106,0,0,0,0,0,0,0
1512381557298.114,0,0,0,0,0,0,0
1512381557298.123,0,0,2,0,2,0,0
1512381557298.132,0,0,4,0,4,0,0
1512381557298.140,0,0,6,0,6,0,0
1512381557298.148,0,0,8,0,8,0,0
1512381557298.156,0,0,10,0,10,0,0
1512381557298.164,0,0,10,0,10,0,0
1512381557298.173,0,0,8,0,8,0,0
1512381557298.182,0,0,6,0,6,0,0
1512381557298.190,0,0,4,0,4,0,0
1512381557298.199,0,0,2,0,2,0,0
1512381557298.208,0,0,0,0,0,0,0
1512381557298.215,0,0,0,0,0,0,0
1512381557298.224,2,2,0,0,2,0,0
1512381557298.232,4,4,0,0,4,0,0
1512381557298.240,6,6,0,0,6,0,0
1512381557298.248,8,8,0,0,8,0,0
1512381557298.257,10,10,0,0,10,0,0
1512381557298.265,10,10,0,0,10,0,0
1512381557298.273,8,8,0,0,8,0,0
1512381557298.281,6,6,0,0,6,0,0
1512381557298.289,4,4,0,0,4,0,0
1512381557298.297,2,2,0,0,2,0,0
1512381557298.305,0,0,0,0,0,0,0
1512381557298.314,0,0,0,0,0,0,0
1512381557298.321,0,2,0,0,2,0,0
1512381557298.329,0,4,0,0,4,0,0
1512381557298.338,0,6,0,0,6,0,0
1512381557298.346,0,8,0,0,8,0,0
1512381557298.354,0,10,0,0,10,0,0
1512381557298.363,0,10,0,0,10,0,0
1512381557298.371,0,8,0,0,8,0,0
1512381557298.379,0,6,0,0,6,0,0
1512381557298.387,0,4,0,0,4,0,0
1512381557298.396,0,2,0,0,2,0,0
1512381557298.404,0,0,0,0,0,0,0
1512381557298.412,0,0,0,0,0,0,0
1512381557298.421,2,0,0,0,2,0,0
1512381557298.429,4,0,0,0,4,0,0
1512381557298.437,6,0,0,0,6,0,0
1512381557298.447,8,0,0,0,8,0,0
1512381557298.455,10,0,0,0,10,0,0
1512381557298.464,10,0,0,0,10,0,0
1512381557298.472,8,0,0,0,8,0,0
1512381557298.479,6,0,0,0,6,0,0
1512381557298.488,4,0,0,0,4,0,0
1512381557298.496,2,0,0,0,2,0,0
1512381557298.504,0,0,0,0,0,0,0
1512381557298.512,0,0,0,0,0,0,0
1512381557298.520,0,0,0,0,2,0,0
1512381557298.529,0,0,0,0,4,0,0
1512381557298.537,0,0,0,0,6,0,0
1512381557298.545,0,0,0,0,8,0,0
1512381557298.552,0,0,0,0,10,0,0
1512381557298.560,0,0,0,0,10,0,0
1512381557298.569,0,0,0,0,8,0,0
1512381557298.576,0,0,0,0,6,0,0
1512381557298.585,0,0,0,0,4,0,0
1512381557298.593,0,0,0,0,2,0,0
1512381557298.600,0,0,0,0,0,0,0
1512381557298.609,0,0,0,0,0,0,0
1512381557298.618,2,2,2,2,0,0,0
1512381557298.626,4,4,4,4,0,0,0
1512381557298.634,6,6,6,6,0,0,0
1512381557298.642,8,8,8,8,0,0,0
1512381557298.651,10,10,10,10,0,0,0
1512381557298.658,10,10,10,10,0,0,0
1512381557298.666,8,8,8,8,0,0,0
1512381557298.673,6,6,6,6,0,0,0
1512381557298.681,4,4,4,4,0,0,0
1512381557298.689,2,2,2,2,0,0,0
1512381557298.697,0,0,0,0,0,0,0
1512381557298.705,0,0,0,0,0,0,0
1512381557298.714,0,2,2,2,0,0,0
1512381557298.722,0,4,4,4,0,0,0
1512381557298.730,0,6,6,6,0,0,0
1512381557298.739,0,8,8,8,0,0,0
1512381557298.747,0,10,10,10,0,0,0
1512381557298.756,0,10,10,10,0,0,0
1512381557298.765,0,8,8,8,0,0,0
1512381557298.773,0,6,6,6,0,0,0
1512381557298.781,0,4,4,4,0,0,0
1512381557298.789,0,2,2,2,0,0,0
1512381557298.797,0,0,0,0,0,0,0
1512381557298.805,0,0,0,0,0,0,0
1512381557298.813,2,0,2,2,0,0,0
1512381557298.821,4,0,4,4,0,0,0
1512381557298.829,6,0,6,6,0,0,0
1512381557298.838,8,0,8,8,0,0,0
1512381557298.846,10,0,10,10,0,0,0
1512381557298.854,10,0,10,10,0,0,0
1512381557298.862,8,0,8,8,0,0,0
1512381557298.871,6,0,6,6,0,0,0
1512381557298.879,4,0,4,4,0,0,0
1512381557298.887,2,0,2,2,0,0,0
1512381557298.896,0,0,0,0,0,0,0
1512381557298.905,0,0,0,0,0,0,0
1512381557298.914,0,0,2,2,0,0,0
1512381557298.922,0,0,4,4,0,0,0
1512381557298.930,0,0,6,6,0,0,0
1512381557298.938,0,0,8,8,0,0,0
1512381557298.947,0,0,10,10,0,0,0
1512381557298.955,0,0,10,10,0,0,0
1512381557298.964,0,0,8,8,0,0,0
1512381557298.971,0,0,6,6,0,0,0
1512381557298.979,0,0,4,4,0,0,0
1512381557298.987,0,0,2,2,0,0,0
1512381557298.996,0,0,0,0,0,0,0
1512381557299.003,0,0,0,0,0,0,0
1512381557299.010,2,2,0,2,0,0,0
1512381557299.018,4,4,0,4,0,0,0
1512381557299.026,6,6,0,6,0,0,0
1512381557299.034,8,8,0,8,0,0,0
1512381557299.043,10,10,0,10,0,0,0
1512381557299.052,10,10,0,10,0,0,0
1512381557299.059,8,8,0,8,0,0,0
1512381557299.068,6,6,0,6,0,0,0
1512381557299.077,4,4,0,4,0,0,0
1512381557299.084,2,2,0,2,0,0,0
1512381557299.092,0,0,0,0,0,0,0
1512381557299.100,0,0,0,0,0,0,0
1512381557299.108,0,2,0,2,0,0,0
1512381557299.117,0,4,0,4,0,0,0
1512381557299.124,0,6,0,6,0,0,0
1512381557299.133,0,8,0,8,0,0,0
1512381557299.141,0,10,0,10,0,0,0
1512381557299.149,0,10,0,10,0,0,0
1512381557299.157,0,8,0,8,0,0,0
1512381557299.165,0,6,0,6,0,0,0
1512381557299.174,0,4,0,4,0,0,0
1512381557299.182,0,2,0,2,0,0,0
1512381557299.190,0,0,0,0,0,0,0
1512381557299.198,0,0,0,0,0,0,0
1512381557299.205,2,0,0,2,0,0,0
1512381557299.212,4,0,0,4,0,0,0
1512381557299.220,6,0,0,6,0,0,0
1512381557299.227,8,0,0,8,0,0,0
1512381557299.235,10,0,0,10,0,0,0
1512381557299.243,10,0,0,10,0,0,0
1512381557299.251,8,0,0,8,0,0,0
1512381557299.259,6,0,0,6,0,0,0
1512381557299.267,4,0,0,4,0,0,0
1512381557299.275,2,0,0,2,0,0,0
1512381557299.283,0,0,0,0,0,0,0
1512381557299.290,0,0,0,0,0,0,0
1512381557299.298,0,0,0,2,0,0,0
1512381557299.305,0,0,0,4,0,0,0
1512381557299.313,0,0,0,6,0,0,0
1512381557299.321,0,0,0,8,0,0,0
1512381557299.329,0,0,0,10,0,0,0
1512381557299.338,0,0,0,10,0,0,0
1512381557299.345,0,0,0,8,0,0,0
1512381557299.353,0,0,0,6,0,0,0
1512381557299.361,0,0,0,4,0,0,0
1512381557299.369,0,0,0,2,0,0,0
1512381557299.378,0,0,0,0,0,0,0
1512381557299.386,0,0,0,0,0,0,0
1512381557299.393,2,2,2,0,0,0,0
1512381557299.401,4,4,4,0,0,0,0
1512381557299.409,6,6,6,0,0,0,0
1512381557299.417,8,8,8,0,0,0,0
1512381557299.426,10,10,10,0,0,0,0
1512381557299.434,10,10,10,0,0,0,0
1512381557299.442,8,8,8,0,0,0,0
1512381557299.450,6,6,6,0,0,0,0
1512381557299.458,4,4,4,0,0,0,0
1512381557299.466,2,2,2,0,0,0,0
1512381557299.474,0,0,0,0,0,0,0
1512381557299.482,0,0,0,0,0,0,0
1512381557299.490,0,2,2,0,0,0,0
1512381557299.498,0,4,4,0,0,0,0
1512381557299.506,0,6,6,0,0,0,0
1512381557299.514,0,8,8,0,0,0,0
1512381557299.522,0,10,10,0,0,0,0
1512381557299.531,0,10,10,0,0,0,0
1512381557299.539,0,8,8,0,0,0,0
1512381557299.547,0,6,6,0,0,0,0
1512381557299.555,0,4,4,0,0,0,0
1512381557299.563,0,2,2,0,0,0,0
1512381557299.571,0,0,0,0,0,0,0
1512381557299.579,0,0,0,0,0,0,0
1512381557299.587,2,0,2,0,0,0,0
1512381557299.595,4,0,4,0,0,0,0
1512381557299.603,6,0,6,0,0,0,0
1512381557299.611,8,0,8,0,0,0,0
1512381557299.618,10,0,10,0,0,0,0
1512381557299.627,10,0,10,0,0,0,0
1512381557299.634,8,0,8,0,0,0,0
1512381557299.642,6,0,6,0,0,0,0
1512381557299.649,4,0,4,0,0,0,0
1512381557299.658,2,0,2,0,0,0,0
1512381557299.666,0,0,0,0,0,0,0
1512381557299.675,0,0,0,0,0,0,0
1512381557299.684,0,0,2,0,0,0,0
1512381557299.692,0,0,4,0,0,0,0
1512381557299.699,0,0,6,0,0,0,0
1512381557299.707,0,0,8,0,0,0,0
1512381557299.715,0,0,10,0,0,0,0
1512381557299.722,0,0,10,0,0,0,0
1512381557299.731,0,0,8,0,0,0,0
1512381557299.739,0,0,6,0,0,0,0
1512381557299.748,0,0,4,0,0,0,0
1512381557299.757,0,0,2,0,0,0,0
1512381557299.765,0,0,0,0,0,0,0
1512381557299.773,0,0,0,0,0,0,0
1512381557299.781,2,2,0,0,0,0,0
1512381557299.789,4,4,0,0,0,0,0
1512381557299.797,6,6,0,0,0,0,0
1512381557299.805,8,8,0,0,0,0,0
1512381557299.813,10,10,0,0,0,0,0
1512381557299.821,10,10,0,0,0,0,0
1512381557299.829,8,8,0,0,0,0,0
1512381557299.838,6,6,0,0,0,0,0
1512381557299.846,4,4,0,0,0,0,0
1512381557299.854,2,2,0,0,0,0,0
1512381557299.862,0,0,0,0,0,0,0
1512381557299.870,0,0,0,0,0,0,0
1512381557299.877,0,2,0,0,0,0,0
1512381557299.885,0,4,0,0,0,0,0
1512381557299.893,0,6,0,0,0,0,0
1512381557299.900,0,8,0,0,0,0,0
1512381557299.908,0,10,0,0,0,0,0
1512381557299.916,0,10,0,0,0,0,0
1512381557299.925,0,8,0,0,0,0,0
1512381557299.933,0,6,0,0,0,0,0
1512381557299.940,0,4,0,0,0,0,0
1512381557299.948,0,2,0,0,0,0,0
1512381557299.956,0,0,0,0,0,0,0
1512381557299.964,0,0,0,0,0,0,0
1512381557299.973,2,0,0,0,0,0,0
1512381557299.980,4,0,0,0,0,0,0
1512381557299.988,6,0,0,0,0,0,0
1512381557299.996,8,0,0,0,0,0,0
1512381557300.004,10,0,0,0,0,0,0
1512381557300.012,10,0,0,0,0,0,0
1512381557300.020,8,0,0,0,0,0,0
1512381557300.028,6,0,0,0,0,0,0
1512381557300.036,4,0,0,0,0,0,0
1512381557300.043,2,0,0,0,0,0,0
1512381557300.051,0,0,0,0,0,0,0
1512381557300.059,0,0,0,0,0,0,0
1512381557300.067,0,0,0,0,0,0,0
1512381557300.074,0,0,0,0,0,0,0
1512381557300.083,0,0,0,0,0,0,0
1512381557300.090,0,0,0,0,0,0,0
1512381557300.099,0,0,0,0,0,0,0
1512381557300.107,0,0,0,0,0,0,0
1512381557300.115,0,0,0,0,0,0,0
1512381557300.124,0,0,0,0,0,0,0
1512381557300.132,0,0,0,0,0,0,0
1512381557300.140,0,0,0,0,0,0,0
1512381557300.148,0,0,0,0,0,0,0
